Data Download from NCSES Interactive Data Tool,,,,,
,,,,,
Filters,Selected values,,,,
1996,University of Pennsylvania,Science,Biometry and epidemiology,Female,19
1996,University of Pennsylvania,Science,Biometry and epidemiology,Male,23
1996,University of Pennsylvania,Science,Biophysics,Total for selected values,51
1996,University of Pennsylvania,Science,Biophysics,Female,13
1996,University of Pennsylvania,Science,Biophysics,Male,38
1996,University of Pennsylvania,Science,Cell and molecular biology,Total for selected values,154
1996,University of Pennsylvania,Science,Cell and molecular biology,Female,64
1996,University of Pennsylvania,Science,Cell and molecular biology,Male,90
1996,University of Pennsylvania,Science,Chemistry,Total for selected values,190
1996,University of Pennsylvania,Science,Chemistry,Female,66
1996,University of Pennsylvania,Science,Chemistry,Male,124
1996,University of Pennsylvania,Science,Computer sciences,Total for selected values,197
1996,University of Pennsylvania,Science,Computer sciences,Female,37
1996,University of Pennsylvania,Science,Computer sciences,Male,160
1996,University of Pennsylvania,Science,Economics (except agricultural),Total for selected values,118
1996,University of Pennsylvania,Science,Economics (except agricultural),Female,27
1996,University of Pennsylvania,Science,Economics (except agricultural),Male,91
1996,University of Pennsylvania,Science,Entomology and parasitology,Total for selected values,9
1996,University of Pennsylvania,Science,Entomology and parasitology,Female,4
1996,University of Pennsylvania,Science,Entomology and parasitology,Male,5
1996,University of Pennsylvania,Science,Geosciences,Total for selected values,19
1996,University of Pennsylvania,Science,Geosciences,Female,6
1996,University of Pennsylvania,Science,Geosciences,Male,13
1996,University of Pennsylvania,Science,History and philosophy of science,Total for selected values,32
1996,University of Pennsylvania,Science,History and philosophy of science,Female,19
1996,University of Pennsylvania,Science,History and philosophy of science,Male,13
1996,University of Pennsylvania,Science,Linguistics,Total for selected values,63
1996,University of Pennsylvania,Science,Linguistics,Female,39
1996,University of Pennsylvania,Science,Linguistics,Male,24
1996,University of Pennsylvania,Science,Mathematics and applied mathematics,Total for selected values,41
1996,University of Pennsylvania,Science,Mathematics and applied mathematics,Female,6
1996,University of Pennsylvania,Science,Mathematics and applied mathematics,Male,35
1996,University of Pennsylvania,Science,"Microbiology, immunology, and virology",Total for selected values,74
1996,University of Pennsylvania,Science,"Microbiology, immunology, and virology",Female,33
1996,University of Pennsylvania,Science,"Microbiology, immunology, and virology",Male,41
1996,University of Pennsylvania,Science,Pathology,Total for selected values,27
1996,University of Pennsylvania,Science,Pathology,Female,11
1996,University of Pennsylvania,Science,Pathology,Male,16
1996,University of Pennsylvania,Science,Pharmacology and toxicology,Total for selected values,51
1996,University of Pennsylvania,Science,Pharmacology and toxicology,Female,27
1996,University of Pennsylvania,Science,Pharmacology and toxicology,Male,24
1996,University of Pennsylvania,Science,Physics,Total for selected values,87
1996,University of Pennsylvania,Science,Physics,Female,10
1996,University of Pennsylvania,Science,Physics,Male,77
1996,University of Pennsylvania,Science,Political science and government,Total for selected values,76
1996,University of Pennsylvania,Science,Political science and government,Female,25
1996,University of Pennsylvania,Science,Political science and government,Male,51
1996,University of Pennsylvania,Science,"Psychology, general",Total for selected values,50
1996,University of Pennsylvania,Science,"Psychology, general",Female,22
1996,University of Pennsylvania,Science,"Psychology, general",Male,28
1996,University of Pennsylvania,Science,Social sciences not elsewhere classified,Total for selected values,77
1996,University of Pennsylvania,Science,Social sciences not elsewhere classified,Female,18
1996,University of Pennsylvania,Science,Social sciences not elsewhere classified,Male,59
1996,University of Pennsylvania,Science,Sociology,Total for selected values,77
1996,University of Pennsylvania,Science,Sociology,Female,52
1996,University of Pennsylvania,Science,Sociology,Male,25
1996,University of Pennsylvania,Engineering,Total for selected values,Total for selected values,435
1996,University of Pennsylvania,Engineering,Biomedical engineering,Total for selected values,72
1996,University of Pennsylvania,Engineering,Biomedical engineering,Female,19
1996,University of Pennsylvania,Engineering,Biomedical engineering,Male,53
1996,University of Pennsylvania,Engineering,Chemical engineering,Total for selected values,56
1996,University of Pennsylvania,Engineering,Chemical engineering,Female,10
1996,University of Pennsylvania,Engineering,Chemical engineering,Male,46
1996,University of Pennsylvania,Engineering,Civil engineering,Total for selected values,49
1996,University of Pennsylvania,Engineering,Civil engineering,Female,25
1996,University of Pennsylvania,Engineering,Civil engineering,Male,24
1996,University of Pennsylvania,Engineering,Electrical engineering,Total for selected values,63
1996,University of Pennsylvania,Engineering,Electrical engineering,Female,8
1996,University of Pennsylvania,Engineering,Electrical engineering,Male,55
1996,University of Pennsylvania,Engineering,Engineering not elsewhere classified,Total for selected values,22
1996,University of Pennsylvania,Engineering,Engineering not elsewhere classified,Female,3
1996,University of Pennsylvania,Engineering,Engineering not elsewhere classified,Male,19
1996,University of Pennsylvania,Engineering,Industrial and manufacturing engineering,Total for selected values,89
1996,University of Pennsylvania,Engineering,Industrial and manufacturing engineering,Female,25
1996,University of Pennsylvania,Engineering,Industrial and manufacturing engineering,Male,64
1996,University of Pennsylvania,Engineering,Mechanical engineering,Total for selected values,37
1996,University of Pennsylvania,Engineering,Mechanical engineering,Female,4
1996,University of Pennsylvania,Engineering,Mechanical engineering,Male,33
1996,University of Pennsylvania,Engineering,Metallurgical and materials engineering,Total for selected values,47
1996,University of Pennsylvania,Engineering,Metallurgical and materials engineering,Female,10
1996,University of Pennsylvania,Engineering,Metallurgical and materials engineering,Male,37
1996,Yale University,Total for selected values,Total for selected values,Total for selected values,"1,456"
1996,Yale University,Science,Total for selected values,Total for selected values,"1,369"
1996,Yale University,Science,Agricultural sciences,Total for selected values,35
1996,Yale University,Science,Agricultural sciences,Female,17
1996,Yale University,Science,Agricultural sciences,Male,18
1996,Yale University,Science,Anthropology,Total for selected values,61
1996,Yale University,Science,Anthropology,Female,31
1996,Yale University,Science,Anthropology,Male,30
1996,Yale University,Science,Astronomy and astrophysics,Total for selected values,17
1996,Yale University,Science,Astronomy and astrophysics,Female,6
1996,Yale University,Science,Astronomy and astrophysics,Male,11
1996,Yale University,Science,Biology,Total for selected values,102
1996,Yale University,Science,Biology,Female,53
1996,Yale University,Science,Biology,Male,49
1996,Yale University,Science,Biometry and epidemiology,Total for selected values,185
1996,Yale University,Science,Biometry and epidemiology,Female,122
1996,Yale University,Science,Biometry and epidemiology,Male,63
1996,Yale University,Science,Biophysics,Total for selected values,105
1996,Yale University,Science,Biophysics,Female,43
1996,Yale University,Science,Biophysics,Male,62
1996,Yale University,Science,Cell and molecular biology,Total for selected values,33
1996,Yale University,Science,Cell and molecular biology,Female,18
1996,Yale University,Science,Cell and molecular biology,Male,15
1996,Yale University,Science,Chemistry,Total for selected values,132
1996,Yale University,Science,Chemistry,Female,59
1996,Yale University,Science,Chemistry,Male,73
1996,Yale University,Science,Computer sciences,Total for selected values,32
1996,Yale University,Science,Computer sciences,Female,5
1996,Yale University,Science,Computer sciences,Male,27
1996,Yale University,Science,Economics (except agricultural),Total for selected values,135
1996,Yale University,Science,Economics (except agricultural),Female,24
1996,Yale University,Science,Economics (except agricultural),Male,111
1996,Yale University,Science,Genetics,Total for selected values,35
1996,Yale University,Science,Genetics,Female,15
1996,Yale University,Science,Genetics,Male,20
1996,Yale University,Science,Geosciences,Total for selected values,31
1996,Yale University,Science,Geosciences,Female,13
1996,Yale University,Science,Geosciences,Male,18
1996,Yale University,Science,History and philosophy of science,Total for selected values,15
1996,Yale University,Science,History and philosophy of science,Female,6
1996,Yale University,Science,History and philosophy of science,Male,9
1996,Yale University,Science,Linguistics,Total for selected values,15
1996,Yale University,Science,Linguistics,Female,5
1996,Yale University,Science,Linguistics,Male,10
1996,Yale University,Science,Mathematics and applied mathematics,Total for selected values,39
1996,Yale University,Science,Mathematics and applied mathematics,Female,7
1996,Yale University,Science,Mathematics and applied mathematics,Male,32
1996,Yale University,Science,"Microbiology, immunology, and virology",Total for selected values,18
1996,Yale University,Science,"Microbiology, immunology, and virology",Female,13
1996,Yale University,Science,"Microbiology, immunology, and virology",Male,5
1996,Yale University,Science,Pathology,Total for selected values,2
1996,Yale University,Science,Pathology,Male,2
1996,Yale University,Science,Pharmacology and toxicology,Total for selected values,24
1996,Yale University,Science,Pharmacology and toxicology,Female,11
1996,Yale University,Science,Pharmacology and toxicology,Male,13
1996,Yale University,Science,Physics,Total for selected values,85
1996,Yale University,Science,Physics,Female,8
1996,Yale University,Science,Physics,Male,77
1996,Yale University,Science,Physiology,Total for selected values,17
1996,Yale University,Science,Physiology,Female,7
1996,Yale University,Science,Physiology,Male,10
1996,Yale University,Science,Political science and government,Total for selected values,103
1996,Yale University,Science,Political science and government,Female,49
1996,Yale University,Science,Political science and government,Male,54
1996,Yale University,Science,"Psychology, general",Total for selected values,94
1996,Yale University,Science,"Psychology, general",Female,60
1996,Yale University,Science,"Psychology, general",Male,34
1996,Yale University,Science,Sociology,Total for selected values,38
1996,Yale University,Science,Sociology,Female,19
1996,Yale University,Science,Sociology,Male,19
1996,Yale University,Science,Statistics,Total for selected values,16
1996,Yale University,Science,Statistics,Female,7
1996,Yale University,Science,Statistics,Male,9
1996,Yale University,Engineering,Total for selected values,Total for selected values,87
1996,Yale University,Engineering,Chemical engineering,Total for selected values,23
1996,Yale University,Engineering,Chemical engineering,Female,7
1996,Yale University,Engineering,Chemical engineering,Male,16
1996,Yale University,Engineering,Electrical engineering,Total for selected values,35
1996,Yale University,Engineering,Electrical engineering,Female,8
1996,Yale University,Engineering,Electrical engineering,Male,27
1996,Yale University,Engineering,Mechanical engineering,Total for selected values,29
1996,Yale University,Engineering,Mechanical engineering,Female,3
1996,Yale University,Engineering,Mechanical engineering,Male,26
1995,Total for selected values,Total for selected values,Total for selected values,Total for selected values,"25,568"
1995,Brown University,Total for selected values,Total for selected values,Total for selected values,760
1995,Brown University,Science,Total for selected values,Total for selected values,666
1995,Brown University,Science,Anthropology,Total for selected values,47
1995,Brown University,Science,Anthropology,Female,26
1995,Brown University,Science,Anthropology,Male,21
1995,Brown University,Science,Biology,Total for selected values,116
1995,Brown University,Science,Biology,Female,64
1995,Brown University,Science,Biology,Male,52
1995,Brown University,Science,Chemistry,Total for selected values,66
1995,Brown University,Science,Chemistry,Female,29
1995,Brown University,Science,Chemistry,Male,37
1995,Brown University,Science,Computer sciences,Total for selected values,67
1995,Brown University,Science,Computer sciences,Female,12
1995,Brown University,Science,Computer sciences,Male,55
1995,Brown University,Science,Economics (except agricultural),Total for selected values,53
1995,Brown University,Science,Economics (except agricultural),Female,20
1995,Brown University,Science,Economics (except agricultural),Male,33
1995,Brown University,Science,Geosciences,Total for selected values,43
1995,Brown University,Science,Geosciences,Female,20
1995,Brown University,Science,Geosciences,Male,23
1995,Brown University,Science,Linguistics,Total for selected values,21
1995,Brown University,Science,Linguistics,Female,9
1995,Brown University,Science,Linguistics,Male,12
1995,Brown University,Science,Mathematics and applied mathematics,Total for selected values,76
1995,Brown University,Science,Mathematics and applied mathematics,Female,21
1995,Brown University,Science,Mathematics and applied mathematics,Male,55
1995,Brown University,Science,Physics,Total for selected values,83
1995,Brown University,Science,Physics,Female,10
1995,Brown University,Science,Physics,Male,73
1995,Brown University,Science,Political science and government,Total for selected values,30
1995,Brown University,Science,Political science and government,Female,11
1995,Brown University,Science,Political science and government,Male,19
1995,Brown University,Science,"Psychology, general",Total for selected values,15
1995,Brown University,Science,"Psychology, general",Female,9
1995,Brown University,Science,"Psychology, general",Male,6
1995,Brown University,Science,Sociology,Total for selected values,49
1995,Brown University,Science,Sociology,Female,25
1995,Brown University,Science,Sociology,Male,24
1995,Brown University,Engineering,Total for selected values,Total for selected values,94
1995,Brown University,Engineering,Engineering not elsewhere classified,Total for selected values,94
1995,Brown University,Engineering,Engineering not elsewhere classified,Female,15
1995,Brown University,Engineering,Engineering not elsewhere classified,Male,79
1995,Columbia Univ in the City of New York,Total for selected values,Total for selected values,Total for selected values,"2,309"
1995,Columbia Univ in the City of New York,Science,Total for selected values,Total for selected values,"1,796"
1995,Columbia Univ in the City of New York,Science,Anatomy,Total for selected values,19
1995,Columbia Univ in the City of New York,Science,Anatomy,Female,9
1995,Columbia Univ in the City of New York,Science,Anatomy,Male,10
1995,Columbia Univ in the City of New York,Science,Anthropology,Total for selected values,115
1995,Columbia Univ in the City of New York,Science,Anthropology,Female,71
1995,Columbia Univ in the City of New York,Science,Anthropology,Male,44
1995,Columbia Univ in the City of New York,Science,Astronomy and astrophysics,Total for selected values,15
1995,Columbia Univ in the City of New York,Science,Astronomy and astrophysics,Female,5
1995,Columbia Univ in the City of New York,Science,Astronomy and astrophysics,Male,10
1995,Columbia Univ in the City of New York,Science,Biochemistry,Total for selected values,49
1995,Columbia Univ in the City of New York,Science,Biochemistry,Female,14
1995,Columbia Univ in the City of New York,Science,Biochemistry,Male,35
1995,Columbia Univ in the City of New York,Science,Biology,Total for selected values,76
1995,Columbia Univ in the City of New York,Science,Biology,Female,33
1995,Columbia Univ in the City of New York,Science,Biology,Male,43
1995,Columbia Univ in the City of New York,Science,Biometry and epidemiology,Total for selected values,39
1995,Columbia Univ in the City of New York,Science,Biometry and epidemiology,Female,26
1995,Columbia Univ in the City of New York,Science,Biometry and epidemiology,Male,13
1995,Columbia Univ in the City of New York,Science,Cell and molecular biology,Total for selected values,69
1995,Columbia Univ in the City of New York,Science,Cell and molecular biology,Female,25
1995,Columbia Univ in the City of New York,Science,Cell and molecular biology,Male,44
1995,Columbia Univ in the City of New York,Science,Chemistry,Total for selected values,112
1995,Columbia Univ in the City of New York,Science,Chemistry,Female,40
1995,Columbia Univ in the City of New York,Science,Chemistry,Male,72
1995,Columbia Univ in the City of New York,Science,Computer sciences,Total for selected values,181
1995,Columbia Univ in the City of New York,Science,Computer sciences,Female,28
1995,Columbia Univ in the City of New York,Science,Computer sciences,Male,153
1995,Columbia Univ in the City of New York,Science,Economics (except agricultural),Total for selected values,140
1995,Columbia Univ in the City of New York,Science,Economics (except agricultural),Female,41
1995,Columbia Univ in the City of New York,Science,Economics (except agricultural),Male,99
1995,Columbia Univ in the City of New York,Science,Genetics,Total for selected values,42
1995,Columbia Univ in the City of New York,Science,Genetics,Female,19
1995,Columbia Univ in the City of New York,Science,Genetics,Male,23
1995,Columbia Univ in the City of New York,Science,Geosciences,Total for selected values,93
1995,Columbia Univ in the City of New York,Science,Geosciences,Female,38
1995,Columbia Univ in the City of New York,Science,Geosciences,Male,55
1995,Columbia Univ in the City of New York,Science,Mathematics and applied mathematics,Total for selected values,53
1995,Columbia Univ in the City of New York,Science,Mathematics and applied mathematics,Female,8
1995,Columbia Univ in the City of New York,Science,Mathematics and applied mathematics,Male,45
1995,Columbia Univ in the City of New York,Science,"Microbiology, immunology, and virology",Total for selected values,41
1995,Columbia Univ in the City of New York,Science,"Microbiology, immunology, and virology",Female,12
1995,Columbia Univ in the City of New York,Science,"Microbiology, immunology, and virology",Male,29
1995,Columbia Univ in the City of New York,Science,Nutrition,Total for selected values,27
1995,Columbia Univ in the City of New York,Science,Nutrition,Female,20
1995,Columbia Univ in the City of New York,Science,Nutrition,Male,7
1995,Columbia Univ in the City of New York,Science,Pathology,Total for selected values,26
1995,Columbia Univ in the City of New York,Science,Pathology,Female,12
1995,Columbia Univ in the City of New York,Science,Pathology,Male,14
1995,Columbia Univ in the City of New York,Science,Pharmacology and toxicology,Total for selected values,19
1995,Columbia Univ in the City of New York,Science,Pharmacology and toxicology,Female,11
1995,Columbia Univ in the City of New York,Science,Pharmacology and toxicology,Male,8
1995,Columbia Univ in the City of New York,Science,Physics,Total for selected values,88
1995,Columbia Univ in the City of New York,Science,Physics,Female,9
1995,Columbia Univ in the City of New York,Science,Physics,Male,79
1995,Columbia Univ in the City of New York,Science,Physiology,Total for selected values,26
1995,Columbia Univ in the City of New York,Science,Physiology,Female,8
1995,Columbia Univ in the City of New York,Science,Physiology,Male,18
1995,Columbia Univ in the City of New York,Science,Political science and government,Total for selected values,341
1995,Columbia Univ in the City of New York,Science,Political science and government,Female,135
1995,Columbia Univ in the City of New York,Science,Political science and government,Male,206
1995,Columbia Univ in the City of New York,Science,"Psychology, general",Total for selected values,36
1995,Columbia Univ in the City of New York,Science,"Psychology, general",Female,17
1995,Columbia Univ in the City of New York,Science,"Psychology, general",Male,19
1995,Columbia Univ in the City of New York,Science,Social sciences not elsewhere classified,Total for selected values,38
1995,Columbia Univ in the City of New York,Science,Social sciences not elsewhere classified,Female,30
1995,Columbia Univ in the City of New York,Science,Social sciences not elsewhere classified,Male,8
1995,Columbia Univ in the City of New York,Science,Sociology,Total for selected values,87
1995,Columbia Univ in the City of New York,Science,Sociology,Female,49
1995,Columbia Univ in the City of New York,Science,Sociology,Male,38
1995,Columbia Univ in the City of New York,Science,Statistics,Total for selected values,64
1995,Columbia Univ in the City of New York,Science,Statistics,Female,20
1995,Columbia Univ in the City of New York,Science,Statistics,Male,44
1995,Columbia Univ in the City of New York,Engineering,Total for selected values,Total for selected values,513
1995,Columbia Univ in the City of New York,Engineering,Chemical engineering,Total for selected values,18
1995,Columbia Univ in the City of New York,Engineering,Chemical engineering,Female,3
1995,Columbia Univ in the City of New York,Engineering,Chemical engineering,Male,15
1995,Columbia Univ in the City of New York,Engineering,Civil engineering,Total for selected values,56
1995,Columbia Univ in the City of New York,Engineering,Civil engineering,Female,13
1995,Columbia Univ in the City of New York,Engineering,Civil engineering,Male,43
1995,Columbia Univ in the City of New York,Engineering,Electrical engineering,Total for selected values,213
1995,Columbia Univ in the City of New York,Engineering,Electrical engineering,Female,16
1995,Columbia Univ in the City of New York,Engineering,Electrical engineering,Male,197
1995,Columbia Univ in the City of New York,Engineering,"Engineering science, mechanics, and physics",Total for selected values,71
1995,Columbia Univ in the City of New York,Engineering,"Engineering science, mechanics, and physics",Female,11
1995,Columbia Univ in the City of New York,Engineering,"Engineering science, mechanics, and physics",Male,60
1995,Columbia Univ in the City of New York,Engineering,Industrial and manufacturing engineering,Total for selected values,36
1995,Columbia Univ in the City of New York,Engineering,Industrial and manufacturing engineering,Female,8
1995,Columbia Univ in the City of New York,Engineering,Industrial and manufacturing engineering,Male,28
1995,Columbia Univ in the City of New York,Engineering,Mechanical engineering,Total for selected values,82
1995,Columbia Univ in the City of New York,Engineering,Mechanical engineering,Female,2
1995,Columbia Univ in the City of New York,Engineering,Mechanical engineering,Male,80
1995,Columbia Univ in the City of New York,Engineering,Mining engineering,Total for selected values,37
1995,Columbia Univ in the City of New York,Engineering,Mining engineering,Female,2
1995,Columbia Univ in the City of New York,Engineering,Mining engineering,Male,35
1995,Cornell University,Total for selected values,Total for selected values,Total for selected values,"3,640"
1995,Cornell University,Science,Total for selected values,Total for selected values,"2,776"
1995,Cornell University,Science,Agricultural economics,Total for selected values,63
1995,Cornell University,Science,Agricultural economics,Female,17
1995,Cornell University,Science,Agricultural economics,Male,46
1995,Cornell University,Science,Agricultural sciences,Total for selected values,258
1995,Cornell University,Science,Agricultural sciences,Female,94
1995,Cornell University,Science,Agricultural sciences,Male,164
1995,Cornell University,Science,Anthropology,Total for selected values,49
1995,Cornell University,Science,Anthropology,Female,26
1995,Cornell University,Science,Anthropology,Male,23
1995,Cornell University,Science,Astronomy and astrophysics,Total for selected values,26
1995,Cornell University,Science,Astronomy and astrophysics,Female,7
1995,Cornell University,Science,Astronomy and astrophysics,Male,19
1995,Cornell University,Science,Biochemistry,Total for selected values,86
1995,Cornell University,Science,Biochemistry,Female,40
1995,Cornell University,Science,Biochemistry,Male,46
1995,Cornell University,Science,Biometry and epidemiology,Total for selected values,6
1995,Cornell University,Science,Biometry and epidemiology,Female,4
1995,Cornell University,Science,Biometry and epidemiology,Male,2
1995,Cornell University,Science,Biosciences not elsewhere classified,Total for selected values,35
1995,Cornell University,Science,Biosciences not elsewhere classified,Female,12
1995,Cornell University,Science,Biosciences not elsewhere classified,Male,23
1995,Cornell University,Science,Botany and plant biology,Total for selected values,40
1995,Cornell University,Science,Botany and plant biology,Female,19
1995,Cornell University,Science,Botany and plant biology,Male,21
1995,Cornell University,Science,Cell and molecular biology,Total for selected values,94
1995,Cornell University,Science,Cell and molecular biology,Female,53
1995,Cornell University,Science,Cell and molecular biology,Male,41
1995,Cornell University,Science,Chemistry,Total for selected values,146
1995,Cornell University,Science,Chemistry,Female,51
1995,Cornell University,Science,Chemistry,Male,95
1995,Cornell University,Science,Computer sciences,Total for selected values,154
1995,Cornell University,Science,Computer sciences,Female,33
1995,Cornell University,Science,Computer sciences,Male,121
1995,Cornell University,Science,"Earth, atmospheric, and ocean sciences not elsewhere classified",Total for selected values,50
1995,Cornell University,Science,"Earth, atmospheric, and ocean sciences not elsewhere classified",Female,23
1995,Cornell University,Science,"Earth, atmospheric, and ocean sciences not elsewhere classified",Male,27
1995,Cornell University,Science,Ecology,Total for selected values,57
1995,Cornell University,Science,Ecology,Female,29
1995,Cornell University,Science,Ecology,Male,28
1995,Cornell University,Science,Economics (except agricultural),Total for selected values,97
1995,Cornell University,Science,Economics (except agricultural),Female,33
1995,Cornell University,Science,Economics (except agricultural),Male,64
1995,Cornell University,Science,Entomology and parasitology,Total for selected values,38
1995,Cornell University,Science,Entomology and parasitology,Female,17
1995,Cornell University,Science,Entomology and parasitology,Male,21
1995,Cornell University,Science,Genetics,Total for selected values,29
1995,Cornell University,Science,Genetics,Female,17
1995,Cornell University,Science,Genetics,Male,12
1995,Cornell University,Science,Geosciences,Total for selected values,36
1995,Cornell University,Science,Geosciences,Female,5
1995,Cornell University,Science,Geosciences,Male,31
1995,Cornell University,Science,History and philosophy of science,Total for selected values,24
1995,Cornell University,Science,History and philosophy of science,Female,9
1995,Cornell University,Science,History and philosophy of science,Male,15
1995,Cornell University,Science,Linguistics,Total for selected values,50
1995,Cornell University,Science,Linguistics,Female,32
1995,Cornell University,Science,Linguistics,Male,18
1995,Cornell University,Science,Mathematics and applied mathematics,Total for selected values,185
1995,Cornell University,Science,Mathematics and applied mathematics,Female,41
1995,Cornell University,Science,Mathematics and applied mathematics,Male,144
1995,Cornell University,Science,"Microbiology, immunology, and virology",Total for selected values,65
1995,Cornell University,Science,"Microbiology, immunology, and virology",Female,29
1995,Cornell University,Science,"Microbiology, immunology, and virology",Male,36
1995,Cornell University,Science,Nutrition,Total for selected values,193
1995,Cornell University,Science,Nutrition,Female,115
1995,Cornell University,Science,Nutrition,Male,78
1995,Cornell University,Science,Pharmacology and toxicology,Total for selected values,78
1995,Cornell University,Science,Pharmacology and toxicology,Female,34
1995,Cornell University,Science,Pharmacology and toxicology,Male,44
1995,Cornell University,Science,Physics,Total for selected values,174
1995,Cornell University,Science,Physics,Female,30
1995,Cornell University,Science,Physics,Male,144
1995,Cornell University,Science,Physiology,Total for selected values,34
1995,Cornell University,Science,Physiology,Female,18
1995,Cornell University,Science,Physiology,Male,16
1995,Cornell University,Science,Political science and government,Total for selected values,264
1995,Cornell University,Science,Political science and government,Female,117
1995,Cornell University,Science,Political science and government,Male,147
1995,Cornell University,Science,Psychology not elsewhere classified,Total for selected values,70
1995,Cornell University,Science,Psychology not elsewhere classified,Female,40
1995,Cornell University,Science,Psychology not elsewhere classified,Male,30
1995,Cornell University,Science,Social sciences not elsewhere classified,Total for selected values,280
1995,Cornell University,Science,Social sciences not elsewhere classified,Female,160
1995,Cornell University,Science,Social sciences not elsewhere classified,Male,120
1995,Cornell University,Science,Sociology,Total for selected values,71
1995,Cornell University,Science,Sociology,Female,40
1995,Cornell University,Science,Sociology,Male,31
1995,Cornell University,Science,Statistics,Total for selected values,15
1995,Cornell University,Science,Statistics,Female,5
1995,Cornell University,Science,Statistics,Male,10
1995,Cornell University,Science,Zoology,Total for selected values,9
1995,Cornell University,Science,Zoology,Female,5
1995,Cornell University,Science,Zoology,Male,4
1995,Cornell University,Engineering,Total for selected values,Total for selected values,864
1995,Cornell University,Engineering,Aerospace engineering,Total for selected values,23
1995,Cornell University,Engineering,Aerospace engineering,Male,23
1995,Cornell University,Engineering,Agricultural engineering,Total for selected values,56
1995,Cornell University,Engineering,Agricultural engineering,Female,21
1995,Cornell University,Engineering,Agricultural engineering,Male,35
1995,Cornell University,Engineering,Chemical engineering,Total for selected values,67
1995,Cornell University,Engineering,Chemical engineering,Female,20
1995,Cornell University,Engineering,Chemical engineering,Male,47
1995,Cornell University,Engineering,Civil engineering,Total for selected values,210
1995,Cornell University,Engineering,Civil engineering,Female,49
1995,Cornell University,Engineering,Civil engineering,Male,161
1995,Cornell University,Engineering,Electrical engineering,Total for selected values,240
1995,Cornell University,Engineering,Electrical engineering,Female,25
1995,Cornell University,Engineering,Electrical engineering,Male,215
1995,Cornell University,Engineering,"Engineering science, mechanics, and physics",Total for selected values,60
1995,Cornell University,Engineering,"Engineering science, mechanics, and physics",Female,4
1995,Cornell University,Engineering,"Engineering science, mechanics, and physics",Male,56
1995,Cornell University,Engineering,Mechanical engineering,Total for selected values,120
1995,Cornell University,Engineering,Mechanical engineering,Female,17
1995,Cornell University,Engineering,Mechanical engineering,Male,103
1995,Cornell University,Engineering,Metallurgical and materials engineering,Total for selected values,78
1995,Cornell University,Engineering,Metallurgical and materials engineering,Female,28
1995,Cornell University,Engineering,Metallurgical and materials engineering,Male,50
1995,Cornell University,Engineering,Nuclear engineering,Total for selected values,10
1995,Cornell University,Engineering,Nuclear engineering,Female,1
1995,Cornell University,Engineering,Nuclear engineering,Male,9
1995,Dartmouth College,Total for selected values,Total for selected values,Total for selected values,363
1995,Dartmouth College,Science,Total for selected values,Total for selected values,290
1995,Dartmouth College,Science,Biochemistry,Total for selected values,34
1995,Dartmouth College,Science,Biochemistry,Female,17
1995,Dartmouth College,Science,Biochemistry,Male,17
1995,Dartmouth College,Science,Biology,Total for selected values,53
1995,Dartmouth College,Science,Biology,Female,23
1995,Dartmouth College,Science,Biology,Male,30
1995,Dartmouth College,Science,Chemistry,Total for selected values,43
1995,Dartmouth College,Science,Chemistry,Female,17
1995,Dartmouth College,Science,Chemistry,Male,26
1995,Dartmouth College,Science,Computer sciences,Total for selected values,26
1995,Dartmouth College,Science,Computer sciences,Female,4
1995,Dartmouth College,Science,Computer sciences,Male,22
1995,Dartmouth College,Science,Geosciences,Total for selected values,19
1995,Dartmouth College,Science,Geosciences,Female,9
1995,Dartmouth College,Science,Geosciences,Male,10
1995,Dartmouth College,Science,Mathematics and applied mathematics,Total for selected values,22
1995,Dartmouth College,Science,Mathematics and applied mathematics,Female,10
1995,Dartmouth College,Science,Mathematics and applied mathematics,Male,12
1995,Dartmouth College,Science,Pharmacology and toxicology,Total for selected values,23
1995,Dartmouth College,Science,Pharmacology and toxicology,Female,8
1995,Dartmouth College,Science,Pharmacology and toxicology,Male,15
1995,Dartmouth College,Science,Physics,Total for selected values,38
1995,Dartmouth College,Science,Physics,Female,11
1995,Dartmouth College,Science,Physics,Male,27
1995,Dartmouth College,Science,Physiology,Total for selected values,15
1995,Dartmouth College,Science,Physiology,Female,8
1995,Dartmouth College,Science,Physiology,Male,7
1995,Dartmouth College,Science,"Psychology, general",Total for selected values,17
1995,Dartmouth College,Science,"Psychology, general",Female,10
1995,Dartmouth College,Science,"Psychology, general",Male,7
1995,Dartmouth College,Engineering,Total for selected values,Total for selected values,73
1995,Dartmouth College,Engineering,Engineering not elsewhere classified,Total for selected values,73
1995,Dartmouth College,Engineering,Engineering not elsewhere classified,Female,21
1995,Dartmouth College,Engineering,Engineering not elsewhere classified,Male,52
1995,Duke University,Total for selected values,Total for selected values,Total for selected values,"1,347"
1995,Duke University,Science,Total for selected values,Total for selected values,"1,095"
1995,Duke University,Science,Agricultural sciences,Total for selected values,34
1995,Duke University,Science,Agricultural sciences,Female,11
1995,Duke University,Science,Agricultural sciences,Male,23
1995,Duke University,Science,Anthropology,Total for selected values,56
1995,Duke University,Science,Anthropology,Female,39
1995,Duke University,Science,Anthropology,Male,17
1995,Duke University,Science,Biochemistry,Total for selected values,85
1995,Duke University,Science,Biochemistry,Female,41
1995,Duke University,Science,Biochemistry,Male,44
1995,Duke University,Science,Biology,Total for selected values,62
