Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Institution Name","Columbia Univ in the City of New York, Columbia University in the City of New York"

,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"2000","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, white","38",
"2000","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","120",
"2000","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","52",
"2000","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Asian","5",
"2000","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, black or African American","2",
"2000","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, more than one race","2",
"2000","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","59",
"2000","Columbia Univ in the City of New York","Engineering","Total for selected values","569",
"2000","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","40",
"2000","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","368",
"2000","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","7",
"2000","Columbia Univ in the City of New York","Engineering","Non-Hispanic, Asian","38",
"2000","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","5",
"2000","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","111",
"2000","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","134",
"2000","Columbia Univ in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","3",
"2000","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","76",
"2000","Columbia Univ in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","2",
"2000","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, Asian","14",
"2000","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","4",
"2000","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","35",
"2000","Columbia Univ in the City of New York","Other health","Total for selected values","96",
"2000","Columbia Univ in the City of New York","Other health","Hispanic or Latino ethnicity (one or more races)","4",
"2000","Columbia Univ in the City of New York","Other health","Non-Hispanic, Asian","18",
"2000","Columbia Univ in the City of New York","Other health","Non-Hispanic, black or African American","4",
"2000","Columbia Univ in the City of New York","Other health","Non-Hispanic, white","70",
"2000","Columbia Univ in the City of New York","Physical sciences","Total for selected values","197",
"2000","Columbia Univ in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","109",
"2000","Columbia Univ in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","1",
"2000","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, Asian","7",
"2000","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, black or African American","2",
"2000","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, white","78",
"2000","Columbia Univ in the City of New York","Social sciences","Total for selected values","652",
"2000","Columbia Univ in the City of New York","Social sciences","Ethnicity and race unknown or not stated","29",
"2000","Columbia Univ in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","278",
"2000","Columbia Univ in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","22",
"2000","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, Asian","44",
"2000","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, black or African American","17",
"2000","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, white","262",
"1999","Total for selected values","Total for selected values","Total for selected values","2,333",
"1999","Columbia Univ in the City of New York","Total for selected values","Total for selected values","2,333",
"1999","Columbia Univ in the City of New York","Biological sciences","Total for selected values","477",
"1999","Columbia Univ in the City of New York","Biological sciences","Asian and Pacific Islander, 1999 and prior","14",
"1999","Columbia Univ in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","107",
"1999","Columbia Univ in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","15",
"1999","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, American Indian or Alaska Native","1",
"1999","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Asian","68",
"1999","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, black or African American","19",
"1999","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","1",
"1999","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, white","245",
"1999","Columbia Univ in the City of New York","Biological sciences","Other, 1999 and prior","7",
"1999","Columbia Univ in the City of New York","Computer sciences","Total for selected values","176",
"1999","Columbia Univ in the City of New York","Computer sciences","Ethnicity and race unknown or not stated","56",
"1999","Columbia Univ in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","75",
"1999","Columbia Univ in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","1",
"1999","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, Asian","4",
"1999","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, black or African American","2",
"1999","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, white","38",
"1999","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","90",
"1999","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","31",
"1999","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","1",
"1999","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Asian","4",
"1999","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","54",
"1999","Columbia Univ in the City of New York","Engineering","Total for selected values","605",
"1999","Columbia Univ in the City of New York","Engineering","Asian and Pacific Islander, 1999 and prior","49",
"1999","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","2",
"1999","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","304",
"1999","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","11",
"1999","Columbia Univ in the City of New York","Engineering","Non-Hispanic, Asian","50",
"1999","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","5",
"1999","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","184",
"1999","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","124",
"1999","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","68",
"1999","Columbia Univ in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","2",
"1999","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, Asian","10",
"1999","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","5",
"1999","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","39",
"1999","Columbia Univ in the City of New York","Physical sciences","Total for selected values","187",
"1999","Columbia Univ in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","103",
"1999","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, Asian","6",
"1999","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, black or African American","2",
"1999","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, white","76",
"1999","Columbia Univ in the City of New York","Psychology","Total for selected values","28",
"1999","Columbia Univ in the City of New York","Psychology","Asian and Pacific Islander, 1999 and prior","2",
"1999","Columbia Univ in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","8",
"1999","Columbia Univ in the City of New York","Psychology","Non-Hispanic, white","18",
"1999","Columbia Univ in the City of New York","Social sciences","Total for selected values","646",
"1999","Columbia Univ in the City of New York","Social sciences","Ethnicity and race unknown or not stated","19",
"1999","Columbia Univ in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","261",
"1999","Columbia Univ in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","16",
"1999","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, Asian","36",
"1999","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, black or African American","14",
"1999","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","1",
"1999","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, white","299",
"1998","Total for selected values","Total for selected values","Total for selected values","2,419",
"1998","Columbia Univ in the City of New York","Total for selected values","Total for selected values","2,419",
"1998","Columbia Univ in the City of New York","Biological sciences","Total for selected values","447",
"1998","Columbia Univ in the City of New York","Biological sciences","Asian and Pacific Islander, 1999 and prior","63",
"1998","Columbia Univ in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","137",
"1998","Columbia Univ in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","17",
"1998","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, black or African American","19",
"1998","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, white","202",
"1998","Columbia Univ in the City of New York","Biological sciences","Other, 1999 and prior","9",
"1998","Columbia Univ in the City of New York","Computer sciences","Total for selected values","133",
"1998","Columbia Univ in the City of New York","Computer sciences","Asian and Pacific Islander, 1999 and prior","29",
"1998","Columbia Univ in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","59",
"1998","Columbia Univ in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","4",
"1998","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, white","41",
"1998","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","95",
"1998","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Asian and Pacific Islander, 1999 and prior","5",
"1998","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","34",
"1998","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","1",
"1998","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","55",
"1998","Columbia Univ in the City of New York","Engineering","Total for selected values","623",
"1998","Columbia Univ in the City of New York","Engineering","Asian and Pacific Islander, 1999 and prior","87",
"1998","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","22",
"1998","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","329",
"1998","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","8",
"1998","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","5",
"1998","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","163",
"1998","Columbia Univ in the City of New York","Engineering","Other, 1999 and prior","9",
"1998","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","148",
"1998","Columbia Univ in the City of New York","Mathematics and statistics","Asian and Pacific Islander, 1999 and prior","14",
"1998","Columbia Univ in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","3",
"1998","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","83",
"1998","Columbia Univ in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","3",
"1998","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","5",
"1998","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","36",
"1998","Columbia Univ in the City of New York","Mathematics and statistics","Other, 1999 and prior","4",
"1998","Columbia Univ in the City of New York","Physical sciences","Total for selected values","196",
"1998","Columbia Univ in the City of New York","Physical sciences","Asian and Pacific Islander, 1999 and prior","6",
"1998","Columbia Univ in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","113",
"1998","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, black or African American","1",
"1998","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, white","76",
"1998","Columbia Univ in the City of New York","Psychology","Total for selected values","29",
"1998","Columbia Univ in the City of New York","Psychology","Asian and Pacific Islander, 1999 and prior","2",
"1998","Columbia Univ in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","9",
"1998","Columbia Univ in the City of New York","Psychology","Hispanic or Latino ethnicity (one or more races)","1",
"1998","Columbia Univ in the City of New York","Psychology","Non-Hispanic, white","16",
"1998","Columbia Univ in the City of New York","Psychology","Other, 1999 and prior","1",
"1998","Columbia Univ in the City of New York","Social sciences","Total for selected values","748",
"1998","Columbia Univ in the City of New York","Social sciences","Asian and Pacific Islander, 1999 and prior","70",
"1998","Columbia Univ in the City of New York","Social sciences","Ethnicity and race unknown or not stated","28",
"1998","Columbia Univ in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","279",
"1998","Columbia Univ in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","26",
"1998","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, American Indian or Alaska Native","1",
"1998","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, black or African American","14",
"1998","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, white","322",
"1998","Columbia Univ in the City of New York","Social sciences","Other, 1999 and prior","8",
"1997","Total for selected values","Total for selected values","Total for selected values","2,389",
"1997","Columbia Univ in the City of New York","Total for selected values","Total for selected values","2,389",
"1997","Columbia Univ in the City of New York","Biological sciences","Total for selected values","557",
"1997","Columbia Univ in the City of New York","Biological sciences","Asian and Pacific Islander, 1999 and prior","101",
"1997","Columbia Univ in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","124",
"1997","Columbia Univ in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","8",
"1997","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, black or African American","20",
"1997","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, white","284",
"1997","Columbia Univ in the City of New York","Biological sciences","Other, 1999 and prior","20",
"1997","Columbia Univ in the City of New York","Clinical medicine","Total for selected values","4",
"1997","Columbia Univ in the City of New York","Clinical medicine","Asian and Pacific Islander, 1999 and prior","2",
"1997","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, white","2",
"1997","Columbia Univ in the City of New York","Computer sciences","Total for selected values","86",
"1997","Columbia Univ in the City of New York","Computer sciences","Asian and Pacific Islander, 1999 and prior","22",
"1997","Columbia Univ in the City of New York","Computer sciences","Ethnicity and race unknown or not stated","1",
"1997","Columbia Univ in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","40",
"1997","Columbia Univ in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","2",
"1997","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, white","21",
"1997","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","87",
"1997","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Asian and Pacific Islander, 1999 and prior","4",
"1997","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","34",
"1997","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","1",
"1997","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","48",
"1997","Columbia Univ in the City of New York","Engineering","Total for selected values","669",
"1997","Columbia Univ in the City of New York","Engineering","Asian and Pacific Islander, 1999 and prior","100",
"1997","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","39",
"1997","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","293",
"1997","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","12",
"1997","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","6",
"1997","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","178",
"1997","Columbia Univ in the City of New York","Engineering","Other, 1999 and prior","41",
"1997","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","98",
"1997","Columbia Univ in the City of New York","Mathematics and statistics","Asian and Pacific Islander, 1999 and prior","13",
"1997","Columbia Univ in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","1",
"1997","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","52",
"1997","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","2",
"1997","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","29",
"1997","Columbia Univ in the City of New York","Mathematics and statistics","Other, 1999 and prior","1",
"1997","Columbia Univ in the City of New York","Physical sciences","Total for selected values","202",
"1997","Columbia Univ in the City of New York","Physical sciences","Asian and Pacific Islander, 1999 and prior","11",
"1997","Columbia Univ in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","88",
"1997","Columbia Univ in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","1",
"1997","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, black or African American","1",
"1997","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, white","101",
"1997","Columbia Univ in the City of New York","Psychology","Total for selected values","31",
"1997","Columbia Univ in the City of New York","Psychology","Asian and Pacific Islander, 1999 and prior","4",
"1997","Columbia Univ in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","9",
"1997","Columbia Univ in the City of New York","Psychology","Hispanic or Latino ethnicity (one or more races)","2",
"1997","Columbia Univ in the City of New York","Psychology","Non-Hispanic, white","15",
"1997","Columbia Univ in the City of New York","Psychology","Other, 1999 and prior","1",
"1997","Columbia Univ in the City of New York","Social sciences","Total for selected values","655",
"1997","Columbia Univ in the City of New York","Social sciences","Asian and Pacific Islander, 1999 and prior","64",
"1997","Columbia Univ in the City of New York","Social sciences","Ethnicity and race unknown or not stated","42",
"1997","Columbia Univ in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","220",
"1997","Columbia Univ in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","20",
"1997","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, American Indian or Alaska Native","1",
"1997","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, black or African American","14",
"1997","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, white","291",
"1997","Columbia Univ in the City of New York","Social sciences","Other, 1999 and prior","3",
"1996","Total for selected values","Total for selected values","Total for selected values","2,442",
"1996","Columbia Univ in the City of New York","Total for selected values","Total for selected values","2,442",
"1996","Columbia Univ in the City of New York","Biological sciences","Total for selected values","451",
"1996","Columbia Univ in the City of New York","Biological sciences","Asian and Pacific Islander, 1999 and prior","91",
"1996","Columbia Univ in the City of New York","Biological sciences","Ethnicity and race unknown or not stated","9",
"1996","Columbia Univ in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","135",
"1996","Columbia Univ in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","8",
"1996","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, American Indian or Alaska Native","1",
"1996","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, black or African American","11",
"1996","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, white","191",
"1996","Columbia Univ in the City of New York","Biological sciences","Other, 1999 and prior","5",
"1996","Columbia Univ in the City of New York","Computer sciences","Total for selected values","158",
"1996","Columbia Univ in the City of New York","Computer sciences","Asian and Pacific Islander, 1999 and prior","21",
"1996","Columbia Univ in the City of New York","Computer sciences","Ethnicity and race unknown or not stated","32",
"1996","Columbia Univ in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","75",
"1996","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, white","30",
"1996","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","86",
"1996","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Asian and Pacific Islander, 1999 and prior","3",
"1996","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","34",
"1996","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","2",
"1996","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","47",
"1996","Columbia Univ in the City of New York","Engineering","Total for selected values","678",
"1996","Columbia Univ in the City of New York","Engineering","Asian and Pacific Islander, 1999 and prior","104",
"1996","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","181",
"1996","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","204",
"1996","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","7",
"1996","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","7",
"1996","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","159",
"1996","Columbia Univ in the City of New York","Engineering","Other, 1999 and prior","16",
"1996","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","122",
"1996","Columbia Univ in the City of New York","Mathematics and statistics","Asian and Pacific Islander, 1999 and prior","16",
"1996","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","53",
"1996","Columbia Univ in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","5",
"1996","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, American Indian or Alaska Native","1",
"1996","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","1",
"1996","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","45",
"1996","Columbia Univ in the City of New York","Mathematics and statistics","Other, 1999 and prior","1",
"1996","Columbia Univ in the City of New York","Physical sciences","Total for selected values","206",
"1996","Columbia Univ in the City of New York","Physical sciences","Asian and Pacific Islander, 1999 and prior","10",
"1996","Columbia Univ in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","94",
"1996","Columbia Univ in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","1",
"1996","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, white","101",
"1996","Columbia Univ in the City of New York","Psychology","Total for selected values","26",
"1996","Columbia Univ in the City of New York","Psychology","Asian and Pacific Islander, 1999 and prior","2",
"1996","Columbia Univ in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","10",
"1996","Columbia Univ in the City of New York","Psychology","Hispanic or Latino ethnicity (one or more races)","1",
"1996","Columbia Univ in the City of New York","Psychology","Non-Hispanic, white","13",
"1996","Columbia Univ in the City of New York","Social sciences","Total for selected values","715",
"1996","Columbia Univ in the City of New York","Social sciences","Asian and Pacific Islander, 1999 and prior","29",
"1996","Columbia Univ in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","264",
"1996","Columbia Univ in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","14",
"1996","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, American Indian or Alaska Native","2",
"1996","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, black or African American","16",
"1996","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, white","390",
"1995","Total for selected values","Total for selected values","Total for selected values","2,909",
"1995","Columbia Univ in the City of New York","Total for selected values","Total for selected values","2,909",
"1995","Columbia Univ in the City of New York","Biological sciences","Total for selected values","433",
"1995","Columbia Univ in the City of New York","Biological sciences","Asian and Pacific Islander, 1999 and prior","45",
"1995","Columbia Univ in the City of New York","Biological sciences","Ethnicity and race unknown or not stated","10",
"1995","Columbia Univ in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","171",
"1995","Columbia Univ in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","5",
"1995","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, black or African American","6",
"1995","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, white","194",
"1995","Columbia Univ in the City of New York","Biological sciences","Other, 1999 and prior","2",
"1995","Columbia Univ in the City of New York","Clinical medicine","Total for selected values","600",
"1995","Columbia Univ in the City of New York","Clinical medicine","Asian and Pacific Islander, 1999 and prior","28",
"1995","Columbia Univ in the City of New York","Clinical medicine","Ethnicity and race unknown or not stated","8",
"1995","Columbia Univ in the City of New York","Clinical medicine","Foreign nationals holding temporary visas, regardless of ethnicity or race","55",
"1995","Columbia Univ in the City of New York","Clinical medicine","Hispanic or Latino ethnicity (one or more races)","14",
"1995","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, American Indian or Alaska Native","1",
"1995","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, black or African American","27",
"1995","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, white","464",
"1995","Columbia Univ in the City of New York","Clinical medicine","Other, 1999 and prior","3",
"1995","Columbia Univ in the City of New York","Computer sciences","Total for selected values","181",
"1995","Columbia Univ in the City of New York","Computer sciences","Asian and Pacific Islander, 1999 and prior","26",
"1995","Columbia Univ in the City of New York","Computer sciences","Ethnicity and race unknown or not stated","63",
"1995","Columbia Univ in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","41",
"1995","Columbia Univ in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","1",
"1995","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, black or African American","3",
"1995","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, white","47",
"1995","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","93",
"1995","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Asian and Pacific Islander, 1999 and prior","4",
"1995","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Ethnicity and race unknown or not stated","4",
"1995","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","43",
"1995","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","2",
"1995","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","40",
"1995","Columbia Univ in the City of New York","Engineering","Total for selected values","513",
"1995","Columbia Univ in the City of New York","Engineering","Asian and Pacific Islander, 1999 and prior","104",
"1995","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","101",
"1995","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","154",
"1995","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","3",
"1995","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","9",
"1995","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","141",
"1995","Columbia Univ in the City of New York","Engineering","Other, 1999 and prior","1",
"1995","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","117",
"1995","Columbia Univ in the City of New York","Mathematics and statistics","Asian and Pacific Islander, 1999 and prior","14",
"1995","Columbia Univ in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","6",
"1995","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","60",
"1995","Columbia Univ in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","3",
"1995","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","3",
"1995","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","31",
"1995","Columbia Univ in the City of New York","Physical sciences","Total for selected values","215",
